Monthly_Income_M,Credit_Score,Loan_Amount_M,Work_Experience_Years,Has_Prior_Default,DTI_Ratio,Approved
38.0,658,244,2.5,0,0.225,1
90.4,641,137,7.8,0,0.053,1
60.0,692,403,6.9,0,0.235,1
69.0,575,202,5.8,0,0.102,1
36.9,776,184,5.8,0,0.175,1
28.2,748,62,6.9,0,0.077,1
42.5,639,323,2.9,0,0.266,1
52.3,652,82,12.2,0,0.055,1
31.6,658,177,1.1,0,0.196,1
54.8,604,325,12.9,0,0.208,1
17.9,632,339,2.5,1,0.663,0
30.4,647,188,0.8,0,0.216,1
69.8,807,245,5.5,1,0.123,0
68.3,750,164,2.8,0,0.084,1
46.4,749,200,10.1,0,0.151,1
32.6,701,289,3.4,0,0.31,1
32.4,575,205,6.6,0,0.221,1
46.8,666,233,2.2,0,0.174,1
69.2,752,99,1.4,0,0.05,1
75.4,563,385,2.9,0,0.179,1
44.1,724,316,5.6,0,0.251,1
29.6,850,347,6.4,0,0.41,1
60.9,760,402,5.2,0,0.231,1
36.9,790,169,26.6,0,0.16,1
43.6,689,221,7.0,0,0.177,1
84.2,752,52,16.1,0,0.022,1
73.2,609,605,0.8,0,0.289,1
58.5,738,244,0.4,0,0.146,1
27.0,726,374,2.2,0,0.485,1
59.7,695,124,0.9,0,0.073,1
78.4,782,370,4.5,1,0.165,0
46.7,624,464,4.4,0,0.348,1
84.7,654,253,5.1,0,0.105,1
83.4,678,149,8.2,0,0.063,1
91.6,582,245,21.3,0,0.094,1
61.7,689,40,12.6,0,0.023,1
67.9,524,256,0.8,0,0.132,1
86.1,759,350,2.5,0,0.142,1
64.8,674,256,1.8,0,0.138,1
44.0,626,229,1.2,0,0.182,1
45.1,599,318,4.7,0,0.247,1
60.2,650,326,4.8,0,0.19,1
26.6,729,77,1.5,0,0.101,1
51.8,717,270,7.5,0,0.182,1
79.1,610,528,7.9,0,0.234,1
15.0,598,113,0.1,0,0.264,0
88.8,726,251,3.0,0,0.099,1
79.7,609,474,13.3,0,0.208,1
44.9,675,381,4.4,0,0.297,1
67.0,681,204,2.6,0,0.107,1
55.1,697,283,1.8,0,0.18,1
82.1,743,260,1.7,0,0.111,1
76.6,563,178,0.6,1,0.081,0
24.2,508,252,10.2,0,0.364,0
67.9,622,229,0.5,0,0.118,1
50.5,823,272,2.1,0,0.189,1
56.8,842,178,0.3,0,0.11,1
39.0,826,120,9.1,0,0.108,1
93.5,654,255,0.2,0,0.095,1
77.9,519,449,2.2,0,0.202,1
38.7,471,269,5.1,0,0.243,0
25.6,618,224,3.2,0,0.306,0
46.5,653,343,2.0,0,0.258,1
64.6,781,243,1.9,0,0.132,1
60.3,744,465,9.6,0,0.27,1
82.6,689,260,21.9,0,0.11,1
72.4,594,337,2.6,0,0.163,1
76.3,588,177,0.2,0,0.081,1
62.2,692,315,0.2,0,0.177,1
24.4,729,290,8.5,0,0.416,1
50.7,703,254,4.8,0,0.175,1
78.3,582,205,9.2,0,0.092,1
53.9,725,190,7.2,0,0.123,1
66.1,706,291,14.3,1,0.154,0
48.0,579,329,13.0,0,0.24,1
32.3,603,246,9.3,0,0.267,1
52.3,729,292,3.9,0,0.195,1
61.8,650,256,2.2,0,0.145,1
40.6,805,271,4.2,0,0.234,1
49.8,713,238,4.2,0,0.167,1
34.3,629,262,5.7,1,0.267,0
79.6,669,557,1.2,0,0.245,1
48.5,675,294,6.4,0,0.212,1
87.0,608,331,3.7,0,0.133,1
88.6,592,308,5.8,0,0.122,1
53.2,730,231,1.6,0,0.152,1
32.8,742,402,3.4,0,0.429,1
15.0,721,228,1.4,1,0.532,0
22.6,799,376,12.5,0,0.582,1
24.8,624,223,4.0,0,0.315,1
85.3,812,154,1.5,0,0.063,1
57.5,593,300,0.3,1,0.183,0
63.6,584,138,6.8,0,0.076,1
15.0,520,319,1.4,1,0.744,0
28.6,632,129,27.4,0,0.158,1
74.5,627,225,4.6,0,0.106,1
61.3,715,103,2.0,0,0.059,1
51.8,691,571,6.4,0,0.386,1
67.4,569,78,1.9,0,0.041,1
91.0,637,261,10.3,0,0.1,1
50.1,638,386,2.2,0,0.27,1
56.5,519,374,26.7,0,0.232,1
59.2,587,354,5.6,0,0.209,1
107.6,604,225,11.2,1,0.073,0
15.0,792,409,0.5,0,0.954,0
70.0,686,360,2.6,0,0.18,1
52.5,726,283,8.0,0,0.189,1
67.5,543,286,6.4,0,0.148,1
40.5,772,227,1.3,0,0.196,1
53.9,781,160,2.6,0,0.104,1
70.7,500,396,1.8,1,0.196,0
123.5,610,404,5.7,0,0.114,1
72.8,712,163,2.5,0,0.078,1
36.3,725,243,2.2,0,0.234,1
